cidade;cod_cidade;estado;cod_esatado;populacao;renda_domiciliar_per_capita;regiao
Santa Maria;2409332;RN;24;4992;1616;Nordeste
Pau dos Ferros;2409407;RN;24;31975;1616;Nordeste
Pedra Grande;2409506;RN;24;3729;1616;Nordeste
Pedra Preta;2409605;RN;24;2499;1616;Nordeste
Pedro Avelino;2409704;RN;24;6345;1616;Nordeste
Pedro Velho;2409803;RN;24;14197;1616;Nordeste
Pendências;2409902;RN;24;12536;1616;Nordeste
Pilões;2410009;RN;24;3010;1616;Nordeste
Poço Branco;2410108;RN;24;12619;1616;Nordeste
Portalegre;2410207;RN;24;7842;1616;Nordeste
Porto do Mangue;2410256;RN;24;5357;1616;Nordeste
Serra Caiada;2410306;RN;24;11146;1616;Nordeste
Pureza;2410405;RN;24;9707;1616;Nordeste
Rafael Fernandes;2410504;RN;24;5647;1616;Nordeste
Rafael Godeiro;2410603;RN;24;3008;1616;Nordeste
Riacho da Cruz;2410702;RN;24;2741;1616;Nordeste
Riacho de Santana;2410801;RN;24;4243;1616;Nordeste
Riachuelo;2410900;RN;24;7627;1616;Nordeste
Rodolfo Fernandes;2411007;RN;24;4349;1616;Nordeste
Tibau;2411056;RN;24;5674;1616;Nordeste
Ruy Barbosa;2411106;RN;24;3266;1616;Nordeste
Santa Cruz;2411205;RN;24;38996;1616;Nordeste
Santana do Matos;2411403;RN;24;12746;1616;Nordeste
Santana do Seridó;2411429;RN;24;2787;1616;Nordeste
Santo Antônio;2411502;RN;24;22779;1616;Nordeste
São Bento do Norte;2411601;RN;24;3426;1616;Nordeste
São Bento do Trairí;2411700;RN;24;3892;1616;Nordeste
São Fernando;2411809;RN;24;3600;1616;Nordeste
São Francisco do Oeste;2411908;RN;24;4304;1616;Nordeste
São Gonçalo do Amarante;2412005;RN;24;123207;1616;Nordeste
São João do Sabugi;2412104;RN;24;6130;1616;Nordeste
São José de Mipibu;2412203;RN;24;49693;1616;Nordeste
São José do Campestre;2412302;RN;24;11340;1616;Nordeste
São José do Seridó;2412401;RN;24;4716;1616;Nordeste
São Miguel;2412500;RN;24;24329;1616;Nordeste
São Miguel do Gostoso;2412559;RN;24;10590;1616;Nordeste
São Paulo do Potengi;2412609;RN;24;17320;1616;Nordeste
São Pedro;2412708;RN;24;5905;1616;Nordeste
São Rafael;2412807;RN;24;7899;1616;Nordeste
São Tomé;2412906;RN;24;10188;1616;Nordeste
São Vicente;2413003;RN;24;6514;1616;Nordeste
Senador Elói de Souza;2413102;RN;24;6007;1616;Nordeste
Senador Georgino Avelino;2413201;RN;24;4193;1616;Nordeste
Serra de São Bento;2413300;RN;24;5864;1616;Nordeste
Serra do Mel;2413359;RN;24;13694;1616;Nordeste
Serra Negra do Norte;2413409;RN;24;7801;1616;Nordeste
Serrinha;2413508;RN;24;6609;1616;Nordeste
Serrinha dos Pintos;2413557;RN;24;4802;1616;Nordeste
Severiano Melo;2413607;RN;24;5623;1616;Nordeste
Sítio Novo;2413706;RN;24;4758;1616;Nordeste
Taboleiro Grande;2413805;RN;24;2406;1616;Nordeste
Taipu;2413904;RN;24;11716;1616;Nordeste
Tangará;2414001;RN;24;13602;1616;Nordeste
Tenente Ananias;2414100;RN;24;10587;1616;Nordeste
Tenente Laurentino Cruz;2414159;RN;24;6118;1616;Nordeste
Tibau do Sul;2414209;RN;24;17840;1616;Nordeste
Timbaúba dos Batistas;2414308;RN;24;2420;1616;Nordeste
Touros;2414407;RN;24;34624;1616;Nordeste
Triunfo Potiguar;2414456;RN;24;3474;1616;Nordeste
Umarizal;2414506;RN;24;10671;1616;Nordeste
Upanema;2414605;RN;24;14013;1616;Nordeste
Várzea;2414704;RN;24;5383;1616;Nordeste
Venha-Ver;2414753;RN;24;3035;1616;Nordeste
Vera Cruz;2414803;RN;24;11044;1616;Nordeste
Viçosa;2414902;RN;24;1890;1616;Nordeste
Vila Flor;2415008;RN;24;3289;1616;Nordeste
Água Branca;2500106;PB;25;9578;1401;Nordeste
Aguiar;2500205;PB;25;5061;1401;Nordeste
Alagoa Grande;2500304;PB;25;26774;1401;Nordeste
Alagoa Nova;2500403;PB;25;21724;1401;Nordeste
Alagoinha;2500502;PB;25;14118;1401;Nordeste
Alcantil;2500536;PB;25;5777;1401;Nordeste
Algodão de Jandaíra;2500577;PB;25;3105;1401;Nordeste
Alhandra;2500601;PB;25;22797;1401;Nordeste
São João do Rio do Peixe;2500700;PB;25;18468;1401;Nordeste
Amparo;2500734;PB;25;2316;1401;Nordeste
Aparecida;2500775;PB;25;8225;1401;Nordeste
Araçagi;2500809;PB;25;17012;1401;Nordeste
Arara;2500908;PB;25;12496;1401;Nordeste
Araruna;2501005;PB;25;17442;1401;Nordeste
Areia;2501104;PB;25;23082;1401;Nordeste
Areia de Baraúnas;2501153;PB;25;2036;1401;Nordeste
Areial;2501203;PB;25;7393;1401;Nordeste
Aroeiras;2501302;PB;25;19148;1401;Nordeste
Assunção;2501351;PB;25;4342;1401;Nordeste
Baía da Traição;2501401;PB;25;9648;1401;Nordeste
Bananeiras;2501500;PB;25;23989;1401;Nordeste
Baraúna;2501534;PB;25;4968;1401;Nordeste
Barra de Santana;2501575;PB;25;8253;1401;Nordeste
Barra de Santa Rosa;2501609;PB;25;13094;1401;Nordeste
Barra de São Miguel;2501708;PB;25;6101;1401;Nordeste
Bayeux;2501807;PB;25;84404;1401;Nordeste
Belém;2501906;PB;25;16740;1401;Nordeste
Belém do Brejo do Cruz;2502003;PB;25;6324;1401;Nordeste
Bernardino Batista;2502052;PB;25;3650;1401;Nordeste
Boa Ventura;2502102;PB;25;5277;1401;Nordeste
Boa Vista;2502151;PB;25;6575;1401;Nordeste
Bom Jesus;2502201;PB;25;2333;1401;Nordeste
Bom Sucesso;2502300;PB;25;4740;1401;Nordeste
Bonito de Santa Fé;2502409;PB;25;10460;1401;Nordeste
Boqueirão;2502508;PB;25;18153;1401;Nordeste
Igaracy;2502607;PB;25;5743;1401;Nordeste
Borborema;2502706;PB;25;4231;1401;Nordeste
Brejo do Cruz;2502805;PB;25;14050;1401;Nordeste
Brejo dos Santos;2502904;PB;25;5840;1401;Nordeste
Caaporã;2503001;PB;25;21865;1401;Nordeste
Cabaceiras;2503100;PB;25;5515;1401;Nordeste
Cabedelo;2503209;PB;25;70067;1401;Nordeste
Cachoeira dos Índios;2503308;PB;25;9351;1401;Nordeste
Cacimba de Areia;2503407;PB;25;3354;1401;Nordeste
Cacimba de Dentro;2503506;PB;25;16373;1401;Nordeste
Cacimbas;2503555;PB;25;7478;1401;Nordeste
Caiçara;2503605;PB;25;6713;1401;Nordeste
Cajazeiras;2503704;PB;25;66171;1401;Nordeste
Cajazeirinhas;2503753;PB;25;2776;1401;Nordeste
Caldas Brandão;2503803;PB;25;5928;1401;Nordeste
Camalaú;2503902;PB;25;6298;1401;Nordeste
Campina Grande;2504009;PB;25;440939;1401;Nordeste
Capim;2504033;PB;25;7347;1401;Nordeste
Caraúbas;2504074;PB;25;4059;1401;Nordeste
Carrapateira;2504108;PB;25;2367;1401;Nordeste
Casserengue;2504157;PB;25;7056;1401;Nordeste
Catingueira;2504207;PB;25;4572;1401;Nordeste
Catolé do Rocha;2504306;PB;25;32118;1401;Nordeste
Caturité;2504355;PB;25;5492;1401;Nordeste
Conceição;2504405;PB;25;18723;1401;Nordeste
Condado;2504504;PB;25;6624;1401;Nordeste
Conde;2504603;PB;25;29543;1401;Nordeste
Congo;2504702;PB;25;5102;1401;Nordeste
Coremas;2504801;PB;25;15005;1401;Nordeste
Coxixola;2504850;PB;25;1882;1401;Nordeste
Cruz do Espírito Santo;2504900;PB;25;17718;1401;Nordeste
Cubati;2505006;PB;25;7820;1401;Nordeste
Cuité;2505105;PB;25;20205;1401;Nordeste
Cuitegi;2505204;PB;25;6894;1401;Nordeste
Cuité de Mamanguape;2505238;PB;25;6431;1401;Nordeste
Curral de Cima;2505279;PB;25;5406;1401;Nordeste
Curral Velho;2505303;PB;25;2327;1401;Nordeste
Damião;2505352;PB;25;5131;1401;Nordeste
Desterro;2505402;PB;25;8300;1401;Nordeste
Vista Serrana;2505501;PB;25;3759;1401;Nordeste
Diamante;2505600;PB;25;6431;1401;Nordeste
Dona Inês;2505709;PB;25;10640;1401;Nordeste
Duas Estradas;2505808;PB;25;3377;1401;Nordeste
Emas;2505907;PB;25;3053;1401;Nordeste
Esperança;2506004;PB;25;32522;1401;Nordeste
Fagundes;2506103;PB;25;11315;1401;Nordeste
Frei Martinho;2506202;PB;25;2913;1401;Nordeste
Gado Bravo;2506251;PB;25;8395;1401;Nordeste
Guarabira;2506301;PB;25;59836;1401;Nordeste
Gurinhém;2506400;PB;25;14133;1401;Nordeste
Gurjão;2506509;PB;25;3343;1401;Nordeste
Ibiara;2506608;PB;25;5733;1401;Nordeste
Imaculada;2506707;PB;25;10550;1401;Nordeste
Ingá;2506806;PB;25;18197;1401;Nordeste
Itabaiana;2506905;PB;25;23621;1401;Nordeste
Itaporanga;2507002;PB;25;24686;1401;Nordeste
Itapororoca;2507101;PB;25;19054;1401;Nordeste
Itatuba;2507200;PB;25;10816;1401;Nordeste
Jacaraú;2507309;PB;25;14923;1401;Nordeste
Jericó;2507408;PB;25;7721;1401;Nordeste
João Pessoa;2507507;PB;25;888679;1401;Nordeste
Juarez Távora;2507606;PB;25;8057;1401;Nordeste
Juazeirinho;2507705;PB;25;17488;1401;Nordeste
Junco do Seridó;2507804;PB;25;7002;1401;Nordeste
Juripiranga;2507903;PB;25;10259;1401;Nordeste
Juru;2508000;PB;25;9410;1401;Nordeste
Lagoa;2508109;PB;25;4502;1401;Nordeste
Lagoa de Dentro;2508208;PB;25;8088;1401;Nordeste
Lagoa Seca;2508307;PB;25;29053;1401;Nordeste
Lastro;2508406;PB;25;3292;1401;Nordeste
Livramento;2508505;PB;25;7045;1401;Nordeste
Logradouro;2508554;PB;25;5045;1401;Nordeste
Lucena;2508604;PB;25;13019;1401;Nordeste
Mãe d'Água;2508703;PB;25;3624;1401;Nordeste
Malta;2508802;PB;25;6259;1401;Nordeste
Mamanguape;2508901;PB;25;46719;1401;Nordeste
Manaíra;2509008;PB;25;10700;1401;Nordeste
Marcação;2509057;PB;25;9435;1401;Nordeste
Mari;2509107;PB;25;22126;1401;Nordeste
Marizópolis;2509156;PB;25;6960;1401;Nordeste
Massaranduba;2509206;PB;25;14666;1401;Nordeste
Mataraca;2509305;PB;25;8585;1401;Nordeste
Matinhas;2509339;PB;25;4735;1401;Nordeste
Mato Grosso;2509370;PB;25;2592;1401;Nordeste
Maturéia;2509396;PB;25;6677;1401;Nordeste
Mogeiro;2509404;PB;25;14375;1401;Nordeste
Montadas;2509503;PB;25;6083;1401;Nordeste
Monte Horebe;2509602;PB;25;4435;1401;Nordeste
Monteiro;2509701;PB;25;33742;1401;Nordeste
Mulungu;2509800;PB;25;8945;1401;Nordeste
Natuba;2509909;PB;25;9014;1401;Nordeste
Nazarezinho;2510006;PB;25;7392;1401;Nordeste
Nova Floresta;2510105;PB;25;9884;1401;Nordeste
Nova Olinda;2510204;PB;25;5909;1401;Nordeste
Nova Palmeira;2510303;PB;25;4362;1401;Nordeste
Olho d'Água;2510402;PB;25;6111;1401;Nordeste
Olivedos;2510501;PB;25;3674;1401;Nordeste
Ouro Velho;2510600;PB;25;2998;1401;Nordeste
Parari;2510659;PB;25;1751;1401;Nordeste
Passagem;2510709;PB;25;2562;1401;Nordeste
Patos;2510808;PB;25;107774;1401;Nordeste
Paulista;2510907;PB;25;12160;1401;Nordeste
Pedra Branca;2511004;PB;25;3846;1401;Nordeste
Pedra Lavrada;2511103;PB;25;6998;1401;Nordeste
Pedras de Fogo;2511202;PB;25;31152;1401;Nordeste
Piancó;2511301;PB;25;17006;1401;Nordeste
Picuí;2511400;PB;25;18835;1401;Nordeste
Pilar;2511509;PB;25;12801;1401;Nordeste
Pilões;2511608;PB;25;6979;1401;Nordeste
Pilõezinhos;2511707;PB;25;5514;1401;Nordeste
Pirpirituba;2511806;PB;25;9467;1401;Nordeste
Pitimbu;2511905;PB;25;17164;1401;Nordeste
Pocinhos;2512002;PB;25;17990;1401;Nordeste
Poço Dantas;2512036;PB;25;3932;1401;Nordeste
Poço de José de Moura;2512077;PB;25;4120;1401;Nordeste
Pombal;2512101;PB;25;33796;1401;Nordeste
Prata;2512200;PB;25;4027;1401;Nordeste
Princesa Isabel;2512309;PB;25;21659;1401;Nordeste
Puxinanã;2512408;PB;25;14837;1401;Nordeste
Queimadas;2512507;PB;25;50214;1401;Nordeste
Quixaba;2512606;PB;25;1798;1401;Nordeste
Remígio;2512705;PB;25;18373;1401;Nordeste
Pedro Régis;2512721;PB;25;5925;1401;Nordeste
Riachão;2512747;PB;25;2964;1401;Nordeste
Riachão do Bacamarte;2512754;PB;25;4877;1401;Nordeste
Riachão do Poço;2512762;PB;25;4946;1401;Nordeste
Riacho de Santo Antônio;2512788;PB;25;2044;1401;Nordeste
Riacho dos Cavalos;2512804;PB;25;8762;1401;Nordeste
Rio Tinto;2512903;PB;25;25394;1401;Nordeste
Salgadinho;2513000;PB;25;3437;1401;Nordeste
Salgado de São Félix;2513109;PB;25;11760;1401;Nordeste
Santa Cecília;2513158;PB;25;8031;1401;Nordeste
Santa Cruz;2513208;PB;25;6041;1401;Nordeste
Santa Helena;2513307;PB;25;6020;1401;Nordeste
Santa Inês;2513356;PB;25;3274;1401;Nordeste
Santa Luzia;2513406;PB;25;15387;1401;Nordeste
Santana de Mangueira;2513505;PB;25;5106;1401;Nordeste
Santana dos Garrotes;2513604;PB;25;6657;1401;Nordeste
Joca Claudino;2513653;PB;25;2606;1401;Nordeste
Santa Rita;2513703;PB;25;159121;1401;Nordeste
Santa Teresinha;2513802;PB;25;4499;1401;Nordeste
Santo André;2513851;PB;25;2702;1401;Nordeste
São Bento;2513901;PB;25;33700;1401;Nordeste
São Bentinho;2513927;PB;25;4473;1401;Nordeste
São Domingos do Cariri;2513943;PB;25;2676;1401;Nordeste
São Domingos;2513968;PB;25;2636;1401;Nordeste
São Francisco;2513984;PB;25;3190;1401;Nordeste
São João do Cariri;2514008;PB;25;4341;1401;Nordeste
São João do Tigre;2514107;PB;25;4363;1401;Nordeste
São José da Lagoa Tapada;2514206;PB;25;7270;1401;Nordeste
São José de Caiana;2514305;PB;25;5032;1401;Nordeste
São José de Espinharas;2514404;PB;25;4099;1401;Nordeste
São José dos Ramos;2514453;PB;25;6105;1401;Nordeste
São José de Piranhas;2514503;PB;25;19552;1401;Nordeste
São José de Princesa;2514552;PB;25;3383;1401;Nordeste
São José do Bonfim;2514602;PB;25;3333;1401;Nordeste
São José do Brejo do Cruz;2514651;PB;25;1748;1401;Nordeste
São José do Sabugi;2514701;PB;25;4270;1401;Nordeste
São José dos Cordeiros;2514800;PB;25;3474;1401;Nordeste
São Mamede;2514909;PB;25;7640;1401;Nordeste
São Miguel de Taipu;2515005;PB;25;7287;1401;Nordeste
São Sebastião de Lagoa de Roça;2515104;PB;25;11365;1401;Nordeste
São Sebastião do Umbuzeiro;2515203;PB;25;3376;1401;Nordeste
Sapé;2515302;PB;25;53309;1401;Nordeste
São Vicente do Seridó;2515401;PB;25;10620;1401;Nordeste
Serra Branca;2515500;PB;25;14075;1401;Nordeste
Serra da Raiz;2515609;PB;25;3162;1401;Nordeste
Serra Grande;2515708;PB;25;3043;1401;Nordeste
Serra Redonda;2515807;PB;25;6984;1401;Nordeste
Serraria;2515906;PB;25;4839;1401;Nordeste
Sertãozinho;2515930;PB;25;5282;1401;Nordeste
Sobrado;2515971;PB;25;8579;1401;Nordeste
Solânea;2516003;PB;25;27749;1401;Nordeste
Soledade;2516102;PB;25;14381;1401;Nordeste
Sossêgo;2516151;PB;25;3461;1401;Nordeste
Sousa;2516201;PB;25;69876;1401;Nordeste
Sumé;2516300;PB;25;17763;1401;Nordeste
Tacima;2516409;PB;25;7934;1401;Nordeste
Taperoá;2516508;PB;25;14376;1401;Nordeste
Tavares;2516607;PB;25;14464;1401;Nordeste
Teixeira;2516706;PB;25;15082;1401;Nordeste
Tenório;2516755;PB;25;3069;1401;Nordeste
Triunfo;2516805;PB;25;10259;1401;Nordeste
Uiraúna;2516904;PB;25;15386;1401;Nordeste
Umbuzeiro;2517001;PB;25;9302;1401;Nordeste
Várzea;2517100;PB;25;2764;1401;Nordeste
Vieirópolis;2517209;PB;25;4974;1401;Nordeste
Zabelê;2517407;PB;25;2310;1401;Nordeste
Abreu e Lima;2600054;PE;26;103945;1453;Nordeste
Afogados da Ingazeira;2600104;PE;26;42407;1453;Nordeste
Afrânio;2600203;PE;26;19349;1453;Nordeste
Agrestina;2600302;PE;26;24615;1453;Nordeste
Água Preta;2600401;PE;26;27221;1453;Nordeste
Águas Belas;2600500;PE;26;43713;1453;Nordeste
Alagoinha;2600609;PE;26;14355;1453;Nordeste
Aliança;2600708;PE;26;37372;1453;Nordeste
Altinho;2600807;PE;26;21185;1453;Nordeste
Amaraji;2600906;PE;26;18471;1453;Nordeste
Angelim;2601003;PE;26;10580;1453;Nordeste
Araçoiaba;2601052;PE;26;19936;1453;Nordeste
Araripina;2601102;PE;26;90104;1453;Nordeste
Arcoverde;2601201;PE;26;82003;1453;Nordeste
Barra de Guabiraba;2601300;PE;26;12616;1453;Nordeste
Barreiros;2601409;PE;26;42056;1453;Nordeste
Belém de Maria;2601508;PE;26;10829;1453;Nordeste
Belém do São Francisco;2601607;PE;26;18713;1453;Nordeste
Belo Jardim;2601706;PE;26;83647;1453;Nordeste
Betânia;2601805;PE;26;11981;1453;Nordeste
Bezerros;2601904;PE;26;64809;1453;Nordeste
Bodocó;2602001;PE;26;36129;1453;Nordeste
Bom Conselho;2602100;PE;26;46192;1453;Nordeste
Bom Jardim;2602209;PE;26;39278;1453;Nordeste
Bonito;2602308;PE;26;39163;1453;Nordeste
Brejão;2602407;PE;26;9399;1453;Nordeste
Brejinho;2602506;PE;26;8010;1453;Nordeste
Brejo da Madre de Deus;2602605;PE;26;51107;1453;Nordeste
Buenos Aires;2602704;PE;26;13254;1453;Nordeste
Buíque;2602803;PE;26;54425;1453;Nordeste
Cabo de Santo Agostinho;2602902;PE;26;216969;1453;Nordeste
Cabrobó;2603009;PE;26;31746;1453;Nordeste
Cachoeirinha;2603108;PE;26;20612;1453;Nordeste
Caetés;2603207;PE;26;30441;1453;Nordeste
Calçado;2603306;PE;26;11445;1453;Nordeste
Calumbi;2603405;PE;26;5367;1453;Nordeste
Camaragibe;2603454;PE;26;155771;1453;Nordeste
Camocim de São Félix;2603504;PE;26;17991;1453;Nordeste
Camutanga;2603603;PE;26;7972;1453;Nordeste
Canhotinho;2603702;PE;26;25090;1453;Nordeste
Capoeiras;2603801;PE;26;18890;1453;Nordeste
Carnaíba;2603900;PE;26;19513;1453;Nordeste
Carnaubeira da Penha;2603926;PE;26;12682;1453;Nordeste
Carpina;2604007;PE;26;83205;1453;Nordeste
Caruaru;2604106;PE;26;402290;1453;Nordeste
Casinhas;2604155;PE;26;13489;1453;Nordeste
Catende;2604205;PE;26;33279;1453;Nordeste
Cedro;2604304;PE;26;10845;1453;Nordeste
Chã de Alegria;2604403;PE;26;13461;1453;Nordeste
Chã Grande;2604502;PE;26;21224;1453;Nordeste
Condado;2604601;PE;26;25383;1453;Nordeste
Correntes;2604700;PE;26;17660;1453;Nordeste
Cortês;2604809;PE;26;10512;1453;Nordeste
Cumaru;2604908;PE;26;16252;1453;Nordeste
Cupira;2605004;PE;26;24301;1453;Nordeste
Custódia;2605103;PE;26;39403;1453;Nordeste
Dormentes;2605152;PE;26;17749;1453;Nordeste
Escada;2605202;PE;26;62252;1453;Nordeste
Exu;2605301;PE;26;33436;1453;Nordeste
Feira Nova;2605400;PE;26;22169;1453;Nordeste
Fernando de Noronha;2605459;PE;26;3316;1453;Nordeste
Ferreiros;2605509;PE;26;15794;1453;Nordeste
Flores;2605608;PE;26;20835;1453;Nordeste
Floresta;2605707;PE;26;31627;1453;Nordeste
Frei Miguelinho;2605806;PE;26;14070;1453;Nordeste
Gameleira;2605905;PE;26;17973;1453;Nordeste
Garanhuns;2606002;PE;26;151064;1453;Nordeste
Glória do Goitá;2606101;PE;26;30370;1453;Nordeste
Goiana;2606200;PE;26;85160;1453;Nordeste
Granito;2606309;PE;26;7206;1453;Nordeste
Gravatá;2606408;PE;26;91887;1453;Nordeste
Iati;2606507;PE;26;17605;1453;Nordeste
Ibimirim;2606606;PE;26;28760;1453;Nordeste
Ibirajuba;2606705;PE;26;7344;1453;Nordeste
Igarassu;2606804;PE;26;122312;1453;Nordeste
Iguaracy;2606903;PE;26;11366;1453;Nordeste
Inajá;2607000;PE;26;27488;1453;Nordeste
Ingazeira;2607109;PE;26;4959;1453;Nordeste
Ipojuca;2607208;PE;26;105638;1453;Nordeste
Ipubi;2607307;PE;26;30603;1453;Nordeste
Itacuruba;2607406;PE;26;4490;1453;Nordeste
Itaíba;2607505;PE;26;33691;1453;Nordeste
Ilha de Itamaracá;2607604;PE;26;25529;1453;Nordeste
Itambé;2607653;PE;26;36626;1453;Nordeste
Itapetim;2607703;PE;26;14232;1453;Nordeste
Itapissuma;2607752;PE;26;29463;1453;Nordeste
Itaquitinga;2607802;PE;26;17109;1453;Nordeste
Jaboatão dos Guararapes;2607901;PE;26;683285;1453;Nordeste
Jaqueira;2607950;PE;26;10483;1453;Nordeste
Jataúba;2608008;PE;26;16323;1453;Nordeste
Jatobá;2608057;PE;26;14463;1453;Nordeste
João Alfredo;2608107;PE;26;28903;1453;Nordeste
Joaquim Nabuco;2608206;PE;26;13506;1453;Nordeste
Jucati;2608255;PE;26;11975;1453;Nordeste
Jupi;2608305;PE;26;15943;1453;Nordeste
Jurema;2608404;PE;26;14027;1453;Nordeste
Lagoa do Carro;2608453;PE;26;18708;1453;Nordeste
Lagoa de Itaenga;2608503;PE;26;19915;1453;Nordeste
Lagoa do Ouro;2608602;PE;26;12364;1453;Nordeste
Lagoa dos Gatos;2608701;PE;26;14386;1453;Nordeste
Lagoa Grande;2608750;PE;26;24952;1453;Nordeste
Lajedo;2608800;PE;26;41786;1453;Nordeste
Limoeiro;2608909;PE;26;59125;1453;Nordeste
Macaparana;2609006;PE;26;24624;1453;Nordeste
Machados;2609105;PE;26;11471;1453;Nordeste
Manari;2609154;PE;26;26773;1453;Nordeste
Maraial;2609204;PE;26;9432;1453;Nordeste
Mirandiba;2609303;PE;26;14599;1453;Nordeste
Moreno;2609402;PE;26;57647;1453;Nordeste
Nazaré da Mata;2609501;PE;26;32153;1453;Nordeste
Olinda;2609600;PE;26;365402;1453;Nordeste
Orobó;2609709;PE;26;22438;1453;Nordeste
Orocó;2609808;PE;26;14100;1453;Nordeste
Ouricuri;2609907;PE;26;68329;1453;Nordeste
Palmares;2610004;PE;26;56615;1453;Nordeste
Palmeirina;2610103;PE;26;7154;1453;Nordeste
Panelas;2610202;PE;26;23449;1453;Nordeste
Paranatama;2610301;PE;26;12712;1453;Nordeste
Parnamirim;2610400;PE;26;19028;1453;Nordeste
Passira;2610509;PE;26;29719;1453;Nordeste
Paudalho;2610608;PE;26;59638;1453;Nordeste
Paulista;2610707;PE;26;362960;1453;Nordeste
Pedra;2610806;PE;26;23605;1453;Nordeste
Pesqueira;2610905;PE;26;65408;1453;Nordeste
Petrolândia;2611002;PE;26;35991;1453;Nordeste
Petrolina;2611101;PE;26;414083;1453;Nordeste
Poção;2611200;PE;26;10805;1453;Nordeste
Pombos;2611309;PE;26;26847;1453;Nordeste
Primavera;2611408;PE;26;14351;1453;Nordeste
Quipapá;2611507;PE;26;17974;1453;Nordeste
Quixaba;2611533;PE;26;6755;1453;Nordeste
Recife;2611606;PE;26;1587707;1453;Nordeste
Riacho das Almas;2611705;PE;26;21411;1453;Nordeste
Ribeirão;2611804;PE;26;34255;1453;Nordeste
Rio Formoso;2611903;PE;26;20460;1453;Nordeste
Sairé;2612000;PE;26;11218;1453;Nordeste
Salgadinho;2612109;PE;26;5620;1453;Nordeste
Salgueiro;2612208;PE;26;65635;1453;Nordeste
Saloá;2612307;PE;26;14173;1453;Nordeste
Sanharó;2612406;PE;26;18933;1453;Nordeste
Santa Cruz;2612455;PE;26;14320;1453;Nordeste
Santa Cruz da Baixa Verde;2612471;PE;26;11933;1453;Nordeste
Santa Cruz do Capibaribe;2612505;PE;26;104277;1453;Nordeste
Santa Filomena;2612554;PE;26;12402;1453;Nordeste
Santa Maria da Boa Vista;2612604;PE;26;42682;1453;Nordeste
Santa Maria do Cambucá;2612703;PE;26;14533;1453;Nordeste
Santa Terezinha;2612802;PE;26;10513;1453;Nordeste
São Benedito do Sul;2612901;PE;26;13479;1453;Nordeste
São Bento do Una;2613008;PE;26;51264;1453;Nordeste
São Caitano;2613107;PE;26;39117;1453;Nordeste
São João;2613206;PE;26;24772;1453;Nordeste
São Joaquim do Monte;2613305;PE;26;20440;1453;Nordeste
São José da Coroa Grande;2613404;PE;26;19468;1453;Nordeste
São José do Belmonte;2613503;PE;26;36752;1453;Nordeste
São José do Egito;2613602;PE;26;32491;1453;Nordeste
São Lourenço da Mata;2613701;PE;26;117759;1453;Nordeste
São Vicente Férrer;2613800;PE;26;17176;1453;Nordeste
Serra Talhada;2613909;PE;26;98143;1453;Nordeste
Serrita;2614006;PE;26;18759;1453;Nordeste
Sertânia;2614105;PE;26;34269;1453;Nordeste
Sirinhaém;2614204;PE;26;39233;1453;Nordeste
Moreilândia;2614303;PE;26;10849;1453;Nordeste
Solidão;2614402;PE;26;5403;1453;Nordeste
Surubim;2614501;PE;26;67515;1453;Nordeste
Tabira;2614600;PE;26;29093;1453;Nordeste
Tacaimbó;2614709;PE;26;14277;1453;Nordeste
Tacaratu;2614808;PE;26;24803;1453;Nordeste
Tamandaré;2614857;PE;26;24534;1453;Nordeste
Taquaritinga do Norte;2615003;PE;26;25497;1453;Nordeste
Terezinha;2615102;PE;26;6857;1453;Nordeste
Terra Nova;2615201;PE;26;9221;1453;Nordeste
Timbaúba;2615300;PE;26;47575;1453;Nordeste
Toritama;2615409;PE;26;43636;1453;Nordeste
Tracunhaém;2615508;PE;26;14393;1453;Nordeste
Trindade;2615607;PE;26;32086;1453;Nordeste
Triunfo;2615706;PE;26;15142;1453;Nordeste
Tupanatinga;2615805;PE;26;27009;1453;Nordeste
Tuparetama;2615904;PE;26;8252;1453;Nordeste
Venturosa;2616001;PE;26;17609;1453;Nordeste
Verdejante;2616100;PE;26;9474;1453;Nordeste
Vertente do Lério;2616183;PE;26;7782;1453;Nordeste
Vertentes;2616209;PE;26;22955;1453;Nordeste
Vicência;2616308;PE;26;27297;1453;Nordeste
Vitória de Santo Antão;2616407;PE;26;143799;1453;Nordeste
Xexéu;2616506;PE;26;11791;1453;Nordeste
Água Branca;2700102;AL;27;19550;1331;Nordeste
Anadia;2700201;AL;27;14193;1331;Nordeste
Arapiraca;2700300;AL;27;243661;1331;Nordeste
Atalaia;2700409;AL;27;38530;1331;Nordeste
Barra de Santo Antônio;2700508;AL;27;16735;1331;Nordeste
Barra de São Miguel;2700607;AL;27;8118;1331;Nordeste
Batalha;2700706;AL;27;17103;1331;Nordeste
Belém;2700805;AL;27;4820;1331;Nordeste
Belo Monte;2700904;AL;27;5898;1331;Nordeste
Boca da Mata;2701001;AL;27;21517;1331;Nordeste
Branquinha;2701100;AL;27;9786;1331;Nordeste
Cacimbinhas;2701209;AL;27;10701;1331;Nordeste
Cajueiro;2701308;AL;27;16605;1331;Nordeste
Campestre;2701357;AL;27;6807;1331;Nordeste
Campo Alegre;2701407;AL;27;32714;1331;Nordeste
Campo Grande;2701506;AL;27;8293;1331;Nordeste
Canapi;2701605;AL;27;15743;1331;Nordeste
Capela;2701704;AL;27;15068;1331;Nordeste
Carneiros;2701803;AL;27;9200;1331;Nordeste
